% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.557121296e+02 -3.063778704e+02 -3.063778704e+02 +3.7261e-01 -5.1424e-01 +5.3395e-02 -1.4339e+00 +2.1590e-01
4 0 +8.311049233e+01 -3.789795077e+02 -3.789795077e+02 -7.7021e-01 -8.8484e-01 -1.2967e-01 -1.6209e-01 +1.1339e+00
10 0 +7.814303630e+01 -3.839469637e+02 -3.839469637e+02 -3.3304e-01 +9.9087e-01 +1.1278e+00 -1.1471e+00 +8.6710e-01
29 0 +7.556149199e+01 -3.865285080e+02 -3.865285080e+02 -1.7016e-01 +1.4458e+00 -7.5040e-01 +2.9801e-01 +8.8549e-01
35 0 +4.725908758e+01 -4.148309124e+02 -4.148309124e+02 +2.8695e-01 +2.2202e+00 +2.4147e+00 +7.4575e-01 +1.5451e+00
77 0 +3.607095446e+01 -4.260190455e+02 -4.260190455e+02 +6.9103e-01 +1.0194e+00 +2.3806e+00 +1.1199e+00 +2.6800e+00
89 0 +3.536748396e+01 -4.267225160e+02 -4.267225160e+02 +5.9459e-01 +2.1691e+00 +2.7853e+00 +6.9187e-01 +2.4320e+00
188 0 +2.020717106e+01 -4.418828289e+02 -4.418828289e+02 +4.8834e-01 +1.5201e+00 +1.6586e+00 +7.1714e-01 +1.9496e+00
506 0 +1.782302858e+01 -4.442669714e+02 -4.442669714e+02 -3.3616e+00 +2.9096e+00 +1.5402e+00 +2.5198e-01 +2.3577e+00
585 0 +1.734340615e+01 -4.447465939e+02 -4.447465939e+02 -3.3132e+00 +2.3749e+00 +1.7488e+00 +7.2614e-01 +2.0529e+00
709 0 +1.602689502e+01 -4.460631050e+02 -4.460631050e+02 -2.0980e+00 +2.3137e+00 +1.6097e+00 +7.3284e-01 +1.9469e+00
830 0 +1.364227746e+01 -4.484477225e+02 -4.484477225e+02 -2.2252e+00 +2.4620e+00 +1.6567e+00 +3.4807e-01 +2.2831e+00
892 0 +1.152011331e+01 -4.505698867e+02 -4.505698867e+02 -2.1814e+00 +2.4183e+00 +1.5834e+00 +3.1506e-01 +2.3127e+00
924 0 +4.602726961e+00 -4.574872730e+02 -4.574872730e+02 -2.3244e+00 +2.3582e+00 +1.5972e+00 +3.4668e-01 +2.3187e+00
988 0 +4.059526291e+00 -4.580304737e+02 -4.580304737e+02 -2.3530e+00 +2.3562e+00 +1.5677e+00 +3.2119e-01 +2.2926e+00
