Sun 09 Nov 2025 00:24:22 IST

SLURM_JOBID:		 8041821
SLURM_JOB_NODELIST:	 ise-3090-02 

configuration parmas running: problem_type=brax es_algorithms=DES
Loading Problems ..:   0%|                                                              | 0/12 [00:00<?, ?it/s]/home/ronedr/.conda/envs/ronedr_es_env/lib/python3.10/site-packages/brax/io/mjcf.py:480: UserWarning: Brax System, piplines and environments are not actively being maintained. Please see MJX for a well maintained JAX-based physics engine: https://github.com/google-deepmind/mujoco/tree/main/mjx. For a host of environments that use MJX, see: https://github.com/google-deepmind/mujoco_playground.
  warnings.warn(
E1109 00:24:47.523497 2562751 hlo_lexer.cc:443] Failed to parse int literal: 1986902096214075708017
Successfully loaded: ant

running the experiment ... [../../results/BraxProblem/ant/DiscoveredES/0]
Generation 010 | Best fitness (Train): -5.99 | Best fitness in generation (Train): -7.06 | Mean fitness (Train): -53.86 | Mean fitness (Test): -33.96
Generation 020 | Best fitness (Train): -3.17 | Best fitness in generation (Train): -7.56 | Mean fitness (Train): -58.84 | Mean fitness (Test): -103.81
Generation 030 | Best fitness (Train): 1.65 | Best fitness in generation (Train): -10.49 | Mean fitness (Train): -51.49 | Mean fitness (Test): -60.46
Generation 040 | Best fitness (Train): 1.65 | Best fitness in generation (Train): -6.31 | Mean fitness (Train): -47.26 | Mean fitness (Test): -28.93
Generation 050 | Best fitness (Train): 1.65 | Best fitness in generation (Train): -6.13 | Mean fitness (Train): -43.94 | Mean fitness (Test): -13.00
Generation 060 | Best fitness (Train): 1.65 | Best fitness in generation (Train): -6.00 | Mean fitness (Train): -48.18 | Mean fitness (Test): -64.38
Generation 070 | Best fitness (Train): 1.94 | Best fitness in generation (Train): 1.94 | Mean fitness (Train): -41.99 | Mean fitness (Test): -15.67
Generation 080 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -4.84 | Mean fitness (Train): -43.80 | Mean fitness (Test): -13.52
Generation 090 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -6.93 | Mean fitness (Train): -45.19 | Mean fitness (Test): -12.87
Generation 100 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -6.91 | Mean fitness (Train): -40.17 | Mean fitness (Test): -50.31
Generation 110 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -6.32 | Mean fitness (Train): -45.26 | Mean fitness (Test): -54.63
Generation 120 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -4.48 | Mean fitness (Train): -11.87 | Mean fitness (Test): -6.15
Generation 130 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -6.04 | Mean fitness (Train): -36.13 | Mean fitness (Test): -14.61
Generation 140 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -6.35 | Mean fitness (Train): -27.17 | Mean fitness (Test): -19.30
Generation 150 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -7.30 | Mean fitness (Train): -20.85 | Mean fitness (Test): -12.68
Generation 160 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -5.48 | Mean fitness (Train): -22.25 | Mean fitness (Test): -14.62
Generation 170 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -5.25 | Mean fitness (Train): -15.02 | Mean fitness (Test): -11.77
Generation 180 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -4.20 | Mean fitness (Train): -28.01 | Mean fitness (Test): -53.56
Generation 190 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -5.54 | Mean fitness (Train): -31.40 | Mean fitness (Test): -16.04
Generation 200 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -4.60 | Mean fitness (Train): -16.31 | Mean fitness (Test): -9.27
Generation 210 | Best fitness (Train): 1.94 | Best fitness in generation (Train): -4.97 | Mean fitness (Train): -10.63 | Mean fitness (Test): -7.82
