Tue 02 Dec 2025 16:42:14 IST

SLURM_JOBID:		 8558375
SLURM_JOB_NODELIST:	 ise-6000-05 

configuration parmas running: problem_type=bbob es_algorithms=PGPE,ASEBO,Open_ES,SNES,Sep_CMA_ES,CMA_ES,LES,DES
Successfully loaded: sphere
 Loading Problems ..:   0%|                                                                                                                                        | 0/24 [00:00<?, ?it/s]
running the experiment ... [../../results/BBOBProblem/sphere/PGPE_500_10000/0]
Generation 100 | Best fitness (Train): 115259.30 | Best fitness in generation (Train): 115259.30 | Mean fitness (Train): 115456.73 | Mean fitness (Test): 115156.77
Generation 3400 | Best fitness (Train): 13280.51 | Best fitness in generation (Train): 13280.51 | Mean fitness (Train): 13288.69 | Mean fitness (Test): 13280.74
Generation 3500 | Best fitness (Train): 12659.10 | Best fitness in generation (Train): 12659.10 | Mean fitness (Train): 12667.38 | Mean fitness (Test): 12660.02
Generation 3600 | Best fitness (Train): 12090.38 | Best fitness in generation (Train): 12090.38 | Mean fitness (Train): 12099.42 | Mean fitness (Test): 12092.58
Generation 3700 | Best fitness (Train): 11560.96 | Best fitness in generation (Train): 11560.96 | Mean fitness (Train): 11568.79 | Mean fitness (Test): 11562.45
Generation 3800 | Best fitness (Train): 11077.80 | Best fitness in generation (Train): 11077.80 | Mean fitness (Train): 11085.25 | Mean fitness (Test): 11079.39
Generation 3900 | Best fitness (Train): 10634.39 | Best fitness in generation (Train): 10634.39 | Mean fitness (Train): 10640.02 | Mean fitness (Test): 10634.64
Generation 4000 | Best fitness (Train): 10221.06 | Best fitness in generation (Train): 10221.06 | Mean fitness (Train): 10227.24 | Mean fitness (Test): 10222.25
running the experiment ... [../../results/BBOBProblem/sphere/Open_ES_500_10000/4]
Generation 100 | Best fitness (Train): 126024.18 | Best fitness in generation (Train): 126024.18 | Mean fitness (Train): 126131.76 | Mean fitness (Test): 126007.77
Generation 200 | Best fitness (Train): 116349.22 | Best fitness in generation (Train): 116349.22 | Mean fitness (Train): 116426.90 | Mean fitness (Test): 116312.10
Generation 300 | Best fitness (Train): 107400.32 | Best fitness in generation (Train): 107400.32 | Mean fitness (Train): 107469.19 | Mean fitness (Test): 107363.05
Generation 400 | Best fitness (Train): 99102.08 | Best fitness in generation (Train): 99102.08 | Mean fitness (Train): 99190.68 | Mean fitness (Test): 99092.48
Generation 500 | Best fitness (Train): 91460.59 | Best fitness in generation (Train): 91460.59 | Mean fitness (Train): 91535.95 | Mean fitness (Test): 91446.30
Generation 600 | Best fitness (Train): 84370.02 | Best fitness in generation (Train): 84370.02 | Mean fitness (Train): 84453.30 | Mean fitness (Test): 84369.16
Generation 700 | Best fitness (Train): 77917.58 | Best fitness in generation (Train): 77917.58 | Mean fitness (Train): 77980.49 | Mean fitness (Test): 77905.39
Generation 800 | Best fitness (Train): 71962.52 | Best fitness in generation (Train): 71962.52 | Mean fitness (Train): 72021.83 | Mean fitness (Test): 71951.98
Generation 900 | Best fitness (Train): 66472.91 | Best fitness in generation (Train): 66472.91 | Mean fitness (Train): 66521.19 | Mean fitness (Test): 66456.10
Generation 1000 | Best fitness (Train): 61431.54 | Best fitness in generation (Train): 61431.54 | Mean fitness (Train): 61472.36 | Mean fitness (Test): 61412.71
Generation 1100 | Best fitness (Train): 56789.93 | Best fitness in generation (Train): 56789.93 | Mean fitness (Train): 56835.04 | Mean fitness (Test): 56780.06
Generation 1200 | Best fitness (Train): 52506.08 | Best fitness in generation (Train): 52506.08 | Mean fitness (Train): 52553.95 | Mean fitness (Test): 52503.47
Generation 1300 | Best fitness (Train): 48643.17 | Best fitness in generation (Train): 48643.17 | Mean fitness (Train): 48674.96 | Mean fitness (Test): 48629.17
Generation 1400 | Best fitness (Train): 45070.16 | Best fitness in generation (Train): 45070.16 | Mean fitness (Train): 45104.66 | Mean fitness (Test): 45062.21
Generation 1500 | Best fitness (Train): 41782.05 | Best fitness in generation (Train): 41782.05 | Mean fitness (Train): 41818.64 | Mean fitness (Test): 41779.75
Generation 1600 | Best fitness (Train): 38806.19 | Best fitness in generation (Train): 38806.19 | Mean fitness (Train): 38833.05 | Mean fitness (Test): 38798.04
Generation 1700 | Best fitness (Train): 36057.20 | Best fitness in generation (Train): 36057.20 | Mean fitness (Train): 36087.36 | Mean fitness (Test): 36054.77
Generation 1800 | Best fitness (Train): 33538.38 | Best fitness in generation (Train): 33538.38 | Mean fitness (Train): 33562.59 | Mean fitness (Test): 33532.54
Generation 1900 | Best fitness (Train): 31213.43 | Best fitness in generation (Train): 31213.43 | Mean fitness (Train): 31236.03 | Mean fitness (Test): 31208.65
Generation 2000 | Best fitness (Train): 29091.82 | Best fitness in generation (Train): 29091.82 | Mean fitness (Train): 29119.48 | Mean fitness (Test): 29094.43
Generation 2100 | Best fitness (Train): 27159.78 | Best fitness in generation (Train): 27159.78 | Mean fitness (Train): 27178.11 | Mean fitness (Test): 27155.21
Generation 2200 | Best fitness (Train): 25376.64 | Best fitness in generation (Train): 25376.64 | Mean fitness (Train): 25396.95 | Mean fitness (Test): 25375.74
Generation 2300 | Best fitness (Train): 23739.59 | Best fitness in generation (Train): 23739.59 | Mean fitness (Train): 23758.42 | Mean fitness (Test): 23738.71
Generation 2400 | Best fitness (Train): 22248.53 | Best fitness in generation (Train): 22248.53 | Mean fitness (Train): 22267.79 | Mean fitness (Test): 22249.78
Generation 2500 | Best fitness (Train): 20882.37 | Best fitness in generation (Train): 20882.37 | Mean fitness (Train): 20895.86 | Mean fitness (Test): 20879.54
Generation 2600 | Best fitness (Train): 19622.99 | Best fitness in generation (Train): 19622.99 | Mean fitness (Train): 19636.93 | Mean fitness (Test): 19621.90
Generation 2700 | Best fitness (Train): 18468.63 | Best fitness in generation (Train): 18468.63 | Mean fitness (Train): 18483.46 | Mean fitness (Test): 18469.45
Generation 2800 | Best fitness (Train): 17404.18 | Best fitness in generation (Train): 17404.18 | Mean fitness (Train): 17419.65 | Mean fitness (Test): 17406.88
Generation 2900 | Best fitness (Train): 16436.65 | Best fitness in generation (Train): 16436.65 | Mean fitness (Train): 16447.69 | Mean fitness (Test): 16435.98
Generation 3000 | Best fitness (Train): 15525.53 | Best fitness in generation (Train): 15525.53 | Mean fitness (Train): 15538.41 | Mean fitness (Test): 15527.56
Generation 3100 | Best fitness (Train): 14700.02 | Best fitness in generation (Train): 14700.02 | Mean fitness (Train): 14711.25 | Mean fitness (Test): 14701.25
Generation 3200 | Best fitness (Train): 13933.03 | Best fitness in generation (Train): 13933.03 | Mean fitness (Train): 13943.55 | Mean fitness (Test): 13934.30
Generation 3300 | Best fitness (Train): 13229.31 | Best fitness in generation (Train): 13229.31 | Mean fitness (Train): 13237.85 | Mean fitness (Test): 13229.34
Generation 3400 | Best fitness (Train): 12582.50 | Best fitness in generation (Train): 12582.50 | Mean fitness (Train): 12593.90 | Mean fitness (Test): 12585.98
Generation 3500 | Best fitness (Train): 11991.12 | Best fitness in generation (Train): 11991.12 | Mean fitness (Train): 11997.54 | Mean fitness (Test): 11990.31
Generation 3600 | Best fitness (Train): 11443.85 | Best fitness in generation (Train): 11443.85 | Mean fitness (Train): 11451.09 | Mean fitness (Test): 11444.47
Generation 3700 | Best fitness (Train): 10935.69 | Best fitness in generation (Train): 10935.69 | Mean fitness (Train): 10942.39 | Mean fitness (Test): 10936.17
Generation 3800 | Best fitness (Train): 10461.64 | Best fitness in generation (Train): 10461.64 | Mean fitness (Train): 10468.61 | Mean fitness (Test): 10462.92
Generation 3900 | Best fitness (Train): 10029.06 | Best fitness in generation (Train): 10029.06 | Mean fitness (Train): 10033.88 | Mean fitness (Test): 10028.67
Generation 4000 | Best fitness (Train): 9629.00 | Best fitness in generation (Train): 9629.00 | Mean fitness (Train): 9635.31 | Mean fitness (Test): 9630.45
Running ES algorithms:  14%|██████████████████▏                                                                                                            | 1/7 [00:29<02:56, 29.42s/it][A
running the experiment ... [../../results/BBOBProblem/sphere/SNES_500_10000/0]
Generation 100 | Best fitness (Train): 125851.16 | Best fitness in generation (Train): 125851.16 | Mean fitness (Train): 126054.06 | Mean fitness (Test): 125859.65
Generation 200 | Best fitness (Train): 116346.35 | Best fitness in generation (Train): 116346.35 | Mean fitness (Train): 116551.01 | Mean fitness (Test): 116360.35
Generation 300 | Best fitness (Train): 107307.23 | Best fitness in generation (Train): 107307.23 | Mean fitness (Train): 107471.50 | Mean fitness (Test): 107288.48
Generation 400 | Best fitness (Train): 98549.15 | Best fitness in generation (Train): 98549.15 | Mean fitness (Train): 98758.27 | Mean fitness (Test): 98574.87
Generation 500 | Best fitness (Train): 90246.36 | Best fitness in generation (Train): 90246.36 | Mean fitness (Train): 90421.79 | Mean fitness (Test): 90244.09
Generation 600 | Best fitness (Train): 82285.97 | Best fitness in generation (Train): 82285.97 | Mean fitness (Train): 82464.12 | Mean fitness (Test): 82286.05
Generation 700 | Best fitness (Train): 74683.10 | Best fitness in generation (Train): 74683.10 | Mean fitness (Train): 74842.32 | Mean fitness (Test): 74671.65
Generation 800 | Best fitness (Train): 67448.80 | Best fitness in generation (Train): 67448.80 | Mean fitness (Train): 67610.38 | Mean fitness (Test): 67433.21
Generation 900 | Best fitness (Train): 60597.16 | Best fitness in generation (Train): 60597.16 | Mean fitness (Train): 60734.35 | Mean fitness (Test): 60574.08
Generation 1000 | Best fitness (Train): 54090.19 | Best fitness in generation (Train): 54090.19 | Mean fitness (Train): 54238.43 | Mean fitness (Test): 54073.14
Generation 1100 | Best fitness (Train): 47995.46 | Best fitness in generation (Train): 47995.46 | Mean fitness (Train): 48163.40 | Mean fitness (Test): 47998.54
Generation 1200 | Best fitness (Train): 42257.64 | Best fitness in generation (Train): 42257.64 | Mean fitness (Train): 42400.29 | Mean fitness (Test): 42244.31
Generation 1300 | Best fitness (Train): 36920.53 | Best fitness in generation (Train): 36920.53 | Mean fitness (Train): 37028.39 | Mean fitness (Test): 36877.45
Generation 1400 | Best fitness (Train): 31942.00 | Best fitness in generation (Train): 31942.00 | Mean fitness (Train): 32054.51 | Mean fitness (Test): 31903.41
Generation 1500 | Best fitness (Train): 27334.81 | Best fitness in generation (Train): 27334.81 | Mean fitness (Train): 27425.79 | Mean fitness (Test): 27282.22
Generation 1600 | Best fitness (Train): 23086.04 | Best fitness in generation (Train): 23086.04 | Mean fitness (Train): 23174.74 | Mean fitness (Test): 23036.43
Generation 1700 | Best fitness (Train): 19256.31 | Best fitness in generation (Train): 19256.31 | Mean fitness (Train): 19330.63 | Mean fitness (Test): 19197.56
Generation 1800 | Best fitness (Train): 15755.28 | Best fitness in generation (Train): 15755.28 | Mean fitness (Train): 15835.04 | Mean fitness (Test): 15704.14
Generation 1900 | Best fitness (Train): 12617.96 | Best fitness in generation (Train): 12617.96 | Mean fitness (Train): 12678.64 | Mean fitness (Test): 12551.45
Generation 2000 | Best fitness (Train): 9823.34 | Best fitness in generation (Train): 9823.34 | Mean fitness (Train): 9884.42 | Mean fitness (Test): 9758.86
Generation 2100 | Best fitness (Train): 7426.62 | Best fitness in generation (Train): 7426.62 | Mean fitness (Train): 7475.62 | Mean fitness (Test): 7356.09
Generation 2200 | Best fitness (Train): 5376.01 | Best fitness in generation (Train): 5376.01 | Mean fitness (Train): 5411.51 | Mean fitness (Test): 5295.51
Generation 2300 | Best fitness (Train): 3672.50 | Best fitness in generation (Train): 3672.50 | Mean fitness (Train): 3708.65 | Mean fitness (Test): 3597.15
Generation 2400 | Best fitness (Train): 2333.37 | Best fitness in generation (Train): 2333.37 | Mean fitness (Train): 2357.74 | Mean fitness (Test): 2250.29
Generation 2500 | Best fitness (Train): 1330.80 | Best fitness in generation (Train): 1330.80 | Mean fitness (Train): 1350.88 | Mean fitness (Test): 1247.06
Generation 2600 | Best fitness (Train): 658.75 | Best fitness in generation (Train): 658.75 | Mean fitness (Train): 672.28 | Mean fitness (Test): 572.48
Generation 2700 | Best fitness (Train): 289.12 | Best fitness in generation (Train): 289.12 | Mean fitness (Train): 299.01 | Mean fitness (Test): 203.74
Generation 2800 | Best fitness (Train): 164.88 | Best fitness in generation (Train): 164.89 | Mean fitness (Train): 169.69 | Mean fitness (Test): 78.77
Generation 2900 | Best fitness (Train): 143.37 | Best fitness in generation (Train): 143.98 | Mean fitness (Train): 148.47 | Mean fitness (Test): 61.43
Generation 3000 | Best fitness (Train): 138.26 | Best fitness in generation (Train): 139.24 | Mean fitness (Train): 142.69 | Mean fitness (Test): 59.33
Generation 3100 | Best fitness (Train): 133.40 | Best fitness in generation (Train): 134.46 | Mean fitness (Train): 138.36 | Mean fitness (Test): 58.13
Generation 3200 | Best fitness (Train): 130.18 | Best fitness in generation (Train): 131.22 | Mean fitness (Train): 134.78 | Mean fitness (Test): 57.79
Generation 3300 | Best fitness (Train): 127.10 | Best fitness in generation (Train): 128.32 | Mean fitness (Train): 131.38 | Mean fitness (Test): 57.34
Generation 3400 | Best fitness (Train): 123.84 | Best fitness in generation (Train): 124.53 | Mean fitness (Train): 127.55 | Mean fitness (Test): 56.62
Generation 3500 | Best fitness (Train): 120.59 | Best fitness in generation (Train): 121.11 | Mean fitness (Train): 124.36 | Mean fitness (Test): 56.23
Generation 3600 | Best fitness (Train): 117.50 | Best fitness in generation (Train): 117.82 | Mean fitness (Train): 121.51 | Mean fitness (Test): 56.08
Generation 3700 | Best fitness (Train): 114.80 | Best fitness in generation (Train): 115.04 | Mean fitness (Train): 117.96 | Mean fitness (Test): 55.26
Generation 3800 | Best fitness (Train): 111.88 | Best fitness in generation (Train): 112.54 | Mean fitness (Train): 115.34 | Mean fitness (Test): 54.92
Generation 3900 | Best fitness (Train): 109.21 | Best fitness in generation (Train): 109.93 | Mean fitness (Train): 112.59 | Mean fitness (Test): 54.61
Generation 4000 | Best fitness (Train): 106.26 | Best fitness in generation (Train): 107.20 | Mean fitness (Train): 109.76 | Mean fitness (Test): 54.16
running the experiment ... [../../results/BBOBProblem/sphere/SNES_500_10000/1]
Generation 100 | Best fitness (Train): 127299.80 | Best fitness in generation (Train): 127299.80 | Mean fitness (Train): 127473.95 | Mean fitness (Test): 127275.12
Generation 200 | Best fitness (Train): 117777.51 | Best fitness in generation (Train): 117777.51 | Mean fitness (Train): 117959.64 | Mean fitness (Test): 117774.69
Generation 300 | Best fitness (Train): 108683.73 | Best fitness in generation (Train): 108683.73 | Mean fitness (Train): 108856.85 | Mean fitness (Test): 108671.21
Generation 400 | Best fitness (Train): 99871.31 | Best fitness in generation (Train): 99871.31 | Mean fitness (Train): 100065.45 | Mean fitness (Test): 99881.66
Generation 500 | Best fitness (Train): 91459.60 | Best fitness in generation (Train): 91459.60 | Mean fitness (Train): 91635.71 | Mean fitness (Test): 91457.91
Generation 600 | Best fitness (Train): 83462.05 | Best fitness in generation (Train): 83462.05 | Mean fitness (Train): 83630.01 | Mean fitness (Test): 83454.08
Generation 700 | Best fitness (Train): 75792.34 | Best fitness in generation (Train): 75792.34 | Mean fitness (Train): 75959.52 | Mean fitness (Test): 75783.35
Generation 800 | Best fitness (Train): 68528.38 | Best fitness in generation (Train): 68528.38 | Mean fitness (Train): 68676.38 | Mean fitness (Test): 68508.98
Generation 900 | Best fitness (Train): 61613.28 | Best fitness in generation (Train): 61613.28 | Mean fitness (Train): 61789.23 | Mean fitness (Test): 61624.80
Generation 1000 | Best fitness (Train): 55111.01 | Best fitness in generation (Train): 55111.01 | Mean fitness (Train): 55271.18 | Mean fitness (Test): 55111.41
Generation 1100 | Best fitness (Train): 48954.23 | Best fitness in generation (Train): 48954.23 | Mean fitness (Train): 49077.77 | Mean fitness (Test): 48918.96
Generation 1200 | Best fitness (Train): 43162.20 | Best fitness in generation (Train): 43162.20 | Mean fitness (Train): 43270.19 | Mean fitness (Test): 43117.28
Generation 1300 | Best fitness (Train): 37747.41 | Best fitness in generation (Train): 37747.41 | Mean fitness (Train): 37857.37 | Mean fitness (Test): 37707.65
Generation 1400 | Best fitness (Train): 32687.52 | Best fitness in generation (Train): 32687.52 | Mean fitness (Train): 32794.63 | Mean fitness (Test): 32644.04
Generation 1500 | Best fitness (Train): 28006.76 | Best fitness in generation (Train): 28006.76 | Mean fitness (Train): 28101.93 | Mean fitness (Test): 27959.40
Generation 1600 | Best fitness (Train): 23723.01 | Best fitness in generation (Train): 23723.01 | Mean fitness (Train): 23811.38 | Mean fitness (Test): 23669.19
Generation 1700 | Best fitness (Train): 19781.30 | Best fitness in generation (Train): 19781.30 | Mean fitness (Train): 19874.36 | Mean fitness (Test): 19738.99
Generation 1800 | Best fitness (Train): 16205.87 | Best fitness in generation (Train): 16205.87 | Mean fitness (Train): 16293.85 | Mean fitness (Test): 16159.66
Generation 1900 | Best fitness (Train): 13042.45 | Best fitness in generation (Train): 13042.45 | Mean fitness (Train): 13103.07 | Mean fitness (Test): 12973.23
Generation 2000 | Best fitness (Train): 10237.02 | Best fitness in generation (Train): 10237.02 | Mean fitness (Train): 10290.53 | Mean fitness (Test): 10164.92
Generation 2100 | Best fitness (Train): 7774.54 | Best fitness in generation (Train): 7774.54 | Mean fitness (Train): 7828.82 | Mean fitness (Test): 7709.86
Generation 2200 | Best fitness (Train): 5671.87 | Best fitness in generation (Train): 5671.87 | Mean fitness (Train): 5723.84 | Mean fitness (Test): 5605.75
Generation 2300 | Best fitness (Train): 3916.03 | Best fitness in generation (Train): 3916.03 | Mean fitness (Train): 3954.72 | Mean fitness (Test): 3842.51
Generation 2400 | Best fitness (Train): 2526.52 | Best fitness in generation (Train): 2526.52 | Mean fitness (Train): 2557.15 | Mean fitness (Test): 2447.44
Generation 2500 | Best fitness (Train): 1465.13 | Best fitness in generation (Train): 1465.13 | Mean fitness (Train): 1489.49 | Mean fitness (Test): 1384.89
Generation 2600 | Best fitness (Train): 745.12 | Best fitness in generation (Train): 745.12 | Mean fitness (Train): 758.87 | Mean fitness (Test): 658.30
Generation 2700 | Best fitness (Train): 330.73 | Best fitness in generation (Train): 330.73 | Mean fitness (Train): 339.65 | Mean fitness (Test): 243.85
Generation 2800 | Best fitness (Train): 174.24 | Best fitness in generation (Train): 174.24 | Mean fitness (Train): 179.44 | Mean fitness (Test): 88.06
Generation 2900 | Best fitness (Train): 144.80 | Best fitness in generation (Train): 145.00 | Mean fitness (Train): 149.25 | Mean fitness (Test): 61.95
Generation 3000 | Best fitness (Train): 137.78 | Best fitness in generation (Train): 139.39 | Mean fitness (Train): 143.00 | Mean fitness (Test): 59.15
Generation 3100 | Best fitness (Train): 134.55 | Best fitness in generation (Train): 135.38 | Mean fitness (Train): 138.98 | Mean fitness (Test): 58.48
Generation 3200 | Best fitness (Train): 130.41 | Best fitness in generation (Train): 131.66 | Mean fitness (Train): 135.26 | Mean fitness (Test): 57.88
Generation 3300 | Best fitness (Train): 127.19 | Best fitness in generation (Train): 127.99 | Mean fitness (Train): 131.83 | Mean fitness (Test): 57.48
Generation 3400 | Best fitness (Train): 124.09 | Best fitness in generation (Train): 125.21 | Mean fitness (Train): 128.36 | Mean fitness (Test): 57.01
Generation 3500 | Best fitness (Train): 121.42 | Best fitness in generation (Train): 121.42 | Mean fitness (Train): 125.02 | Mean fitness (Test): 56.51
Generation 3600 | Best fitness (Train): 117.69 | Best fitness in generation (Train): 118.75 | Mean fitness (Train): 121.91 | Mean fitness (Test): 56.02
Generation 3700 | Best fitness (Train): 114.87 | Best fitness in generation (Train): 115.26 | Mean fitness (Train): 118.86 | Mean fitness (Test): 55.51
Generation 3800 | Best fitness (Train): 112.27 | Best fitness in generation (Train): 112.67 | Mean fitness (Train): 115.74 | Mean fitness (Test): 55.04
Generation 3900 | Best fitness (Train): 109.39 | Best fitness in generation (Train): 110.19 | Mean fitness (Train): 112.88 | Mean fitness (Test): 54.59
Generation 4000 | Best fitness (Train): 106.69 | Best fitness in generation (Train): 107.55 | Mean fitness (Train): 109.95 | Mean fitness (Test): 53.93
running the experiment ... [../../results/BBOBProblem/sphere/SNES_500_10000/2]
Generation 100 | Best fitness (Train): 129095.38 | Best fitness in generation (Train): 129095.38 | Mean fitness (Train): 129298.33 | Mean fitness (Test): 129102.25
Generation 200 | Best fitness (Train): 119581.27 | Best fitness in generation (Train): 119581.27 | Mean fitness (Train): 119769.66 | Mean fitness (Test): 119571.20
Generation 300 | Best fitness (Train): 110389.95 | Best fitness in generation (Train): 110389.95 | Mean fitness (Train): 110608.68 | Mean fitness (Test): 110415.62
Generation 400 | Best fitness (Train): 101484.98 | Best fitness in generation (Train): 101484.98 | Mean fitness (Train): 101682.48 | Mean fitness (Test): 101488.97
Generation 500 | Best fitness (Train): 92970.04 | Best fitness in generation (Train): 92970.04 | Mean fitness (Train): 93196.43 | Mean fitness (Test): 93015.12
Generation 600 | Best fitness (Train): 84877.68 | Best fitness in generation (Train): 84877.68 | Mean fitness (Train): 85084.12 | Mean fitness (Test): 84905.64
Generation 700 | Best fitness (Train): 77139.91 | Best fitness in generation (Train): 77139.91 | Mean fitness (Train): 77342.90 | Mean fitness (Test): 77163.79
Generation 800 | Best fitness (Train): 69826.56 | Best fitness in generation (Train): 69833.57 | Mean fitness (Train): 69971.05 | Mean fitness (Test): 69798.52
Generation 900 | Best fitness (Train): 62816.21 | Best fitness in generation (Train): 62816.21 | Mean fitness (Train): 62985.37 | Mean fitness (Test): 62812.63
Generation 1000 | Best fitness (Train): 56204.85 | Best fitness in generation (Train): 56204.85 | Mean fitness (Train): 56354.53 | Mean fitness (Test): 56192.84
Generation 1100 | Best fitness (Train): 49990.98 | Best fitness in generation (Train): 49990.98 | Mean fitness (Train): 50138.36 | Mean fitness (Test): 49978.56
Generation 1200 | Best fitness (Train): 44163.06 | Best fitness in generation (Train): 44163.06 | Mean fitness (Train): 44285.38 | Mean fitness (Test): 44128.86
Generation 1300 | Best fitness (Train): 38695.62 | Best fitness in generation (Train): 38695.62 | Mean fitness (Train): 38810.45 | Mean fitness (Test): 38663.22
Generation 1400 | Best fitness (Train): 33559.23 | Best fitness in generation (Train): 33559.23 | Mean fitness (Train): 33702.00 | Mean fitness (Test): 33555.32
Generation 1500 | Best fitness (Train): 28863.36 | Best fitness in generation (Train): 28863.36 | Mean fitness (Train): 28962.85 | Mean fitness (Test): 28817.59
Generation 1600 | Best fitness (Train): 24525.57 | Best fitness in generation (Train): 24525.57 | Mean fitness (Train): 24617.46 | Mean fitness (Test): 24475.31
Generation 1700 | Best fitness (Train): 20540.79 | Best fitness in generation (Train): 20540.79 | Mean fitness (Train): 20630.43 | Mean fitness (Test): 20496.07
Generation 1800 | Best fitness (Train): 16924.16 | Best fitness in generation (Train): 16924.16 | Mean fitness (Train): 16996.62 | Mean fitness (Test): 16865.86
Generation 1900 | Best fitness (Train): 13653.73 | Best fitness in generation (Train): 13653.73 | Mean fitness (Train): 13715.20 | Mean fitness (Test): 13586.59
Generation 2000 | Best fitness (Train): 10738.74 | Best fitness in generation (Train): 10738.74 | Mean fitness (Train): 10798.91 | Mean fitness (Test): 10672.82
Generation 2100 | Best fitness (Train): 8200.49 | Best fitness in generation (Train): 8200.49 | Mean fitness (Train): 8255.66 | Mean fitness (Test): 8133.78
Generation 2200 | Best fitness (Train): 6003.63 | Best fitness in generation (Train): 6003.63 | Mean fitness (Train): 6063.69 | Mean fitness (Test): 5946.44
Generation 2300 | Best fitness (Train): 4208.83 | Best fitness in generation (Train): 4208.83 | Mean fitness (Train): 4251.74 | Mean fitness (Test): 4138.68
Generation 2400 | Best fitness (Train): 2757.63 | Best fitness in generation (Train): 2757.63 | Mean fitness (Train): 2785.46 | Mean fitness (Test): 2675.83
Generation 2500 | Best fitness (Train): 1641.40 | Best fitness in generation (Train): 1641.40 | Mean fitness (Train): 1661.97 | Mean fitness (Test): 1556.76
Generation 2600 | Best fitness (Train): 857.46 | Best fitness in generation (Train): 857.46 | Mean fitness (Train): 870.74 | Mean fitness (Test): 769.30
Generation 2700 | Best fitness (Train): 388.01 | Best fitness in generation (Train): 388.01 | Mean fitness (Train): 397.57 | Mean fitness (Test): 300.74
Generation 2800 | Best fitness (Train): 188.14 | Best fitness in generation (Train): 188.14 | Mean fitness (Train): 194.34 | Mean fitness (Test): 101.98
Generation 2900 | Best fitness (Train): 146.91 | Best fitness in generation (Train): 146.97 | Mean fitness (Train): 151.43 | Mean fitness (Test): 63.23
Generation 3000 | Best fitness (Train): 139.62 | Best fitness in generation (Train): 140.14 | Mean fitness (Train): 144.20 | Mean fitness (Test): 59.34
Generation 3100 | Best fitness (Train): 134.85 | Best fitness in generation (Train): 135.73 | Mean fitness (Train): 140.14 | Mean fitness (Test): 58.73
Generation 3200 | Best fitness (Train): 131.48 | Best fitness in generation (Train): 132.41 | Mean fitness (Train): 136.16 | Mean fitness (Test): 58.12
Generation 3300 | Best fitness (Train): 127.54 | Best fitness in generation (Train): 128.83 | Mean fitness (Train): 132.18 | Mean fitness (Test): 57.39
Generation 3400 | Best fitness (Train): 124.71 | Best fitness in generation (Train): 125.46 | Mean fitness (Train): 128.89 | Mean fitness (Test): 57.00
Generation 3500 | Best fitness (Train): 121.69 | Best fitness in generation (Train): 122.51 | Mean fitness (Train): 125.62 | Mean fitness (Test): 56.49
Generation 3600 | Best fitness (Train): 118.70 | Best fitness in generation (Train): 119.20 | Mean fitness (Train): 122.38 | Mean fitness (Test): 55.99
Generation 3700 | Best fitness (Train): 115.37 | Best fitness in generation (Train): 116.44 | Mean fitness (Train): 119.46 | Mean fitness (Test): 55.83
Generation 3800 | Best fitness (Train): 112.50 | Best fitness in generation (Train): 113.03 | Mean fitness (Train): 116.35 | Mean fitness (Test): 55.19
Generation 3900 | Best fitness (Train): 109.00 | Best fitness in generation (Train): 110.23 | Mean fitness (Train): 113.21 | Mean fitness (Test): 54.54
Generation 4000 | Best fitness (Train): 107.73 | Best fitness in generation (Train): 108.76 | Mean fitness (Train): 111.09 | Mean fitness (Test): 54.56
running the experiment ... [../../results/BBOBProblem/sphere/SNES_500_10000/3]
Generation 100 | Best fitness (Train): 128680.28 | Best fitness in generation (Train): 128680.28 | Mean fitness (Train): 128932.80 | Mean fitness (Test): 128733.81
Generation 200 | Best fitness (Train): 119141.41 | Best fitness in generation (Train): 119141.41 | Mean fitness (Train): 119392.95 | Mean fitness (Test): 119196.95
Generation 300 | Best fitness (Train): 110036.08 | Best fitness in generation (Train): 110036.08 | Mean fitness (Train): 110216.22 | Mean fitness (Test): 110026.12
Generation 400 | Best fitness (Train): 101191.20 | Best fitness in generation (Train): 101191.20 | Mean fitness (Train): 101361.40 | Mean fitness (Test): 101175.23
Generation 500 | Best fitness (Train): 92752.27 | Best fitness in generation (Train): 92752.27 | Mean fitness (Train): 92921.44 | Mean fitness (Test): 92738.93
Generation 600 | Best fitness (Train): 84669.52 | Best fitness in generation (Train): 84669.52 | Mean fitness (Train): 84826.18 | Mean fitness (Test): 84655.58
Generation 700 | Best fitness (Train): 76963.04 | Best fitness in generation (Train): 76963.04 | Mean fitness (Train): 77143.40 | Mean fitness (Test): 76966.70
Generation 800 | Best fitness (Train): 69672.76 | Best fitness in generation (Train): 69672.76 | Mean fitness (Train): 69804.93 | Mean fitness (Test): 69637.46
Generation 900 | Best fitness (Train): 62695.25 | Best fitness in generation (Train): 62695.25 | Mean fitness (Train): 62840.59 | Mean fitness (Test): 62672.77
Generation 1000 | Best fitness (Train): 56045.38 | Best fitness in generation (Train): 56045.38 | Mean fitness (Train): 56193.86 | Mean fitness (Test): 56031.67
Generation 1100 | Best fitness (Train): 49782.15 | Best fitness in generation (Train): 49782.15 | Mean fitness (Train): 49946.14 | Mean fitness (Test): 49782.50
Generation 1200 | Best fitness (Train): 43977.88 | Best fitness in generation (Train): 43977.88 | Mean fitness (Train): 44129.48 | Mean fitness (Test): 43972.27
Generation 1300 | Best fitness (Train): 38519.02 | Best fitness in generation (Train): 38519.02 | Mean fitness (Train): 38654.97 | Mean fitness (Test): 38504.22
