% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.288577618e+08 +4.288571407e+08 +4.288571407e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +4.288552882e+08 +4.288546671e+08 +4.288546671e+08 +2.5000e-04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
23 0 +4.287812615e+08 +4.287806404e+08 +4.287806404e+08 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 -5.0000e-04 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05 +3.7500e-05
43 0 +4.286953361e+08 +4.286947150e+08 +4.286947150e+08 +3.3753e-05 +2.2788e-04 -5.6342e-05 -1.5042e-04 -1.1603e-04 -3.9632e-04 -8.4764e-05 +1.3259e-04 +1.2307e-04 -3.0962e-04 -3.0503e-05 +8.2030e-05 +2.2788e-04 +1.4913e-04 +1.4126e-04 +3.7640e-05 +5.1401e-05 +6.7445e-05 +1.1258e-04 +1.4340e-05
64 0 +4.285864195e+08 +4.285857984e+08 +4.285857984e+08 +6.7999e-05 +2.2442e-04 -5.6560e-05 -1.1391e-04 -1.5778e-04 -8.4770e-04 -6.2802e-05 +2.0176e-04 +1.7985e-04 -8.3894e-05 -6.7307e-05 +5.8585e-05 +1.8659e-04 +6.6757e-04 +2.2318e-04 -2.8899e-04 +2.9098e-06 +3.0805e-05 +1.5758e-04 -2.5143e-05
82 0 +4.284199209e+08 +4.284192998e+08 +4.284192998e+08 +4.2472e-04 +4.1967e-04 -6.6358e-05 -9.0780e-05 -9.1378e-05 -1.9801e-03 -1.5366e-05 +3.1297e-04 +3.2464e-04 -2.8250e-04 +2.7737e-05 +6.8217e-05 +3.5065e-04 +4.5610e-04 +3.0990e-04 -2.9418e-04 -8.6680e-06 +3.0271e-05 +2.5133e-04 +6.0036e-05
91 0 +4.283229179e+08 +4.283222968e+08 +4.283222968e+08 +5.2249e-04 +5.6691e-04 -4.1125e-04 +7.1247e-05 -4.2050e-04 -1.7527e-03 -3.7814e-04 +3.8317e-04 +3.5024e-04 -2.3264e-04 -8.6098e-05 +1.1401e-04 +4.8368e-04 +7.6692e-04 +4.1594e-04 -4.9449e-04 -7.2164e-06 +5.6204e-05 +2.8909e-04 +3.4657e-05
100 0 +4.282045913e+08 +4.282039702e+08 +4.282039702e+08 +6.1636e-04 +7.0017e-04 -4.7496e-04 -2.6447e-04 -2.4715e-04 -2.3345e-03 -2.0453e-04 +4.4112e-04 +3.8156e-04 -3.6259e-04 +3.6633e-05 -3.7398e-05 +6.0991e-04 +9.0190e-04 +4.9358e-04 -5.7464e-04 +3.5338e-04 -1.8538e-04 +2.5046e-04 +8.9444e-05
109 0 +4.281919621e+08 +4.281913410e+08 +4.281913410e+08 +6.7274e-04 +6.3214e-04 -4.9266e-04 -1.9974e-04 -2.9506e-04 -2.5242e-03 -2.1408e-04 +4.5025e-04 +4.1219e-04 -3.9081e-04 +3.2571e-06 +1.0660e-04 +5.4313e-04 +8.3909e-04 +4.8979e-04 -2.3775e-04 +1.6550e-05 +2.6615e-05 +3.0977e-04 +6.9073e-05
110 0 +4.280674846e+08 +4.280668635e+08 +4.280668635e+08 +8.4804e-04 +6.9539e-04 -6.5534e-04 -1.7153e-04 -3.4293e-04 -3.1629e-03 -2.5381e-04 +5.2147e-04 +4.7513e-04 -5.2827e-04 +2.0127e-05 +1.2177e-04 +5.9037e-04 +9.9298e-04 +5.6977e-04 +4.4418e-06 +2.5371e-05 +2.0666e-05 +3.3893e-04 +9.0087e-05
