% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.918812790e+08 +2.918806579e+08 +2.918806579e+08
3 0 +2.918759001e+08 +2.918752790e+08 +2.918752790e+08
175 0 +2.917999209e+08 +2.917992998e+08 +2.917992998e+08
270 0 +2.916855543e+08 +2.916849332e+08 +2.916849332e+08
327 0 +2.915980583e+08 +2.915974372e+08 +2.915974372e+08
383 0 +2.914838783e+08 +2.914832572e+08 +2.914832572e+08
420 0 +2.913896426e+08 +2.913890214e+08 +2.913890214e+08
456 0 +2.912791192e+08 +2.912784981e+08 +2.912784981e+08
492 0 +2.911444888e+08 +2.911438677e+08 +2.911438677e+08
512 0 +2.910647142e+08 +2.910640931e+08 +2.910640931e+08
530 0 +2.909788126e+08 +2.909781915e+08 +2.909781915e+08
549 0 +2.908853056e+08 +2.908846845e+08 +2.908846845e+08
567 0 +2.907840467e+08 +2.907834256e+08 +2.907834256e+08
586 0 +2.906696605e+08 +2.906690394e+08 +2.906690394e+08
604 0 +2.905457435e+08 +2.905451224e+08 +2.905451224e+08
623 0 +2.904102174e+08 +2.904095963e+08 +2.904095963e+08
641 0 +2.902613114e+08 +2.902606903e+08 +2.902606903e+08
660 0 +2.900972758e+08 +2.900966547e+08 +2.900966547e+08
679 0 +2.899114562e+08 +2.899108350e+08 +2.899108350e+08
698 0 +2.897100073e+08 +2.897093862e+08 +2.897093862e+08
717 0 +2.894948155e+08 +2.894941944e+08 +2.894941944e+08
735 0 +2.892647123e+08 +2.892640912e+08 +2.892640912e+08
754 0 +2.889990386e+08 +2.889984175e+08 +2.889984175e+08
773 0 +2.887173452e+08 +2.887167241e+08 +2.887167241e+08
791 0 +2.884163570e+08 +2.884157359e+08 +2.884157359e+08
809 0 +2.880869398e+08 +2.880863187e+08 +2.880863187e+08
828 0 +2.877134167e+08 +2.877127956e+08 +2.877127956e+08
846 0 +2.873137023e+08 +2.873130812e+08 +2.873130812e+08
864 0 +2.872981704e+08 +2.872975493e+08 +2.872975493e+08
865 0 +2.868696575e+08 +2.868690364e+08 +2.868690364e+08
883 0 +2.863972935e+08 +2.863966724e+08 +2.863966724e+08
901 0 +2.858767145e+08 +2.858760934e+08 +2.858760934e+08
920 0 +2.852977073e+08 +2.852970862e+08 +2.852970862e+08
939 0 +2.846507963e+08 +2.846501752e+08 +2.846501752e+08
958 0 +2.839552418e+08 +2.839546207e+08 +2.839546207e+08
977 0 +2.832038878e+08 +2.832032667e+08 +2.832032667e+08
994 0 +2.831923080e+08 +2.831916869e+08 +2.831916869e+08
995 0 +2.823949483e+08 +2.823943272e+08 +2.823943272e+08
