% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.040799032e+06 +6.040589152e+06 +6.040589152e+06 -1.9784e+00 +1.0983e+00 +2.9112e-01 +6.1599e-01 -7.2728e-01
3 0 +5.194786126e+06 +5.194576246e+06 +5.194576246e+06 -5.1817e-01 +7.6314e-01 -2.7083e-01 +7.0103e-01 -5.2033e-01
5 0 +7.985861273e+05 +7.983762473e+05 +7.983762473e+05 -1.8402e+00 +8.8418e-02 -1.0600e+00 -1.7431e+00 +2.2751e+00
16 0 +4.731077797e+05 +4.728978997e+05 +4.728978997e+05 +5.5064e-01 +8.1321e-01 -7.8338e-01 +1.3416e+00 +1.0782e+00
30 0 +1.568577894e+05 +1.566479094e+05 +1.566479094e+05 +4.0809e-01 +1.2029e+00 -3.1661e-01 +2.9501e-01 +1.7167e+00
38 0 +1.056731168e+05 +1.054632368e+05 +1.054632368e+05 -1.1770e+00 -2.0579e-01 -2.0403e+00 +9.6440e-01 +1.7646e+00
65 0 +2.943537417e+04 +2.922549417e+04 +2.922549417e+04 -3.1628e+00 +5.3683e-01 -3.1756e-01 +1.8088e+00 +1.7085e+00
141 0 +1.542578719e+04 +1.521590719e+04 +1.521590719e+04 -2.8003e-01 +4.0184e+00 -3.2890e-02 +2.6308e+00 +1.7671e+00
241 0 +1.459592697e+04 +1.438604697e+04 +1.438604697e+04 -5.2226e-01 +9.6000e-01 +1.4668e-01 +2.6490e+00 +1.8182e+00
267 0 +5.329208366e+03 +5.119328366e+03 +5.119328366e+03 +1.6868e+00 +1.8652e+00 +1.3730e+00 +2.3755e+00 +1.7606e+00
331 0 +2.144173060e+03 +1.934293060e+03 +1.934293060e+03 +1.6302e+00 +1.5858e+00 +2.3114e+00 +2.2860e+00 +1.7872e+00
433 0 +2.091327854e+03 +1.881447854e+03 +1.881447854e+03 +6.2546e-01 +2.2136e+00 +2.6776e+00 +2.5708e+00 +1.7712e+00
459 0 +9.075797702e+02 +6.976997702e+02 +6.976997702e+02 +2.5136e+00 +1.8510e+00 +4.1995e+00 +2.4504e+00 +1.7700e+00
